INSTNM,ZIP,ZIP5,lat,lon
Louisiana Technical College-North Central Campus,71241,71241,32.7534,-92.318
University of Louisiana at Monroe,71209-0000,71209,32.5277,-92.0756
Northeast Louisiana Technical College-Northeast Campus,71295,71295,32.1592,-91.7108
Northwest Louisiana Technical Community College,71055-0000,71055,32.6323,-93.2886
Notre Dame Seminary Graduate School of Theology,70118-4391,70118,29.9504,-90.1236
Northwestern State University of Louisiana,71497-0002,71497,31.7476,-93.0791
Louisiana Technical College-Oakdale Campus,71463,71463,30.8172,-92.664
University of Holy Cross,70131-7399,70131,29.9168,-89.996
Franciscan Missionaries of Our Lady University,70808,70808,30.4066,-91.1468
Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,71105,71105,32.4589,-93.7143
Celebrity Stylist Beauty School,71201-5135,71201,32.5286,-92.1061
Pat Goins Ruston Beauty School,71270,71270,32.5308,-92.6439
Pineville Beauty School,71360-0000,71360,31.2232,-92.3203
Capital Area Technical College-Jumonville Memorial Campus,70760,70760,30.7014,-91.4421
South Central Louisiana Technical College-River Parishes Campus,70084,70084,30.0603,-90.5518
Aveda Arts & Sciences Institute-Covington,70433,70433,30.4876,-90.0959
Ronnie & Dormans School of Hair Design,70503-2748,70503,30.1843,-92.0497
Northeast Louisiana Technical College-Ruston,71273-1070,71273,32.6065,-92.6484
Northwest Louisiana Technical College-Sabine Valley Campus,71449,71449,31.5851,-93.4641
Saint Joseph Seminary College,70457,70457,30.5269,-90.1126
Northwest Louisiana Technical College-Shreveport Campus,71107,71107,32.6016,-93.8738
Vanguard College of Cosmetology-Slidell,70458-0458,70458,30.2784,-89.7712
LaSalle Tech,70363,70363,29.5601,-90.6917
Fletcher Technical Community College,70395,70395,29.7123,-90.8513
Remington College-Lafayette Campus,70503,70503,30.1843,-92.0497
Acadiana Technical College,70526-3215,70526,30.2148,-92.3777
SOWELA Technical Community College,70615,70615,30.2585,-93.1146
Stevensons Academy of Hair Design,70114,70114,29.9379,-90.0331
Southeastern Louisiana University,70402,70402,30.514,-90.4804
Southern University and A & M College,70813,70813,30.5201,-91.1949
Southern University at New Orleans,70126,70126,29.9987,-90.0446
Southern University at Shreveport,71107,71107,32.6016,-93.8738
University of Louisiana at Lafayette,70503,70503,30.1843,-92.0497
Northshore Technical Community College,70445,70445,30.322,-89.9297
Louisiana Technical College-T H Harris Campus,70570-6114,70570,30.5144,-92.0897
Louisiana Delta Community College-Tallulah Campus,71282,71282,32.4326,-91.0645
Acadiana Technical College-Teche Area Campus,70560,70560,30.001,-91.82
South Central Louisiana Technical College-Lafourche Campus,70301,70301,29.7992,-90.8096
Tulane University of Louisiana,70118-5698,70118,29.9504,-90.1236
Louisiana Technical College-Charles B Coreil Campus,70586-0296,70586,30.6924,-92.2737
Louisiana Technical College-Lamar Salter Campus,71446,71446,31.1256,-93.1736
Capital Area Technical College-Westside Campus,70764,70764,30.2684,-91.2524
Xavier University of Louisiana,70125-1098,70125,29.9512,-90.1028
South Central Louisiana Technical College,70380,70380,29.6977,-91.2654
Purdue University Global-Lewiston,04240-0000,04240,44.0985,-70.1916
College of the Atlantic,04609,04609,44.3738,-68.2448
Bangor Theological Seminary,044020411,04402,44.8012,-68.7778
Bates College,04240,04240,44.0985,-70.1916
Beal University,04401,04401,44.8242,-68.7918
Bowdoin College,04011,04011,43.8973,-69.9779
Maine College of Health Professions,04240,04240,44.0985,-70.1916
Central Maine Medical Center College of Nursing & Health Professions,04240,04240,44.0985,-70.1916
Central Maine Community College,04210-6498,04210,44.0948,-70.239
Colby College,04901-8840,04901,44.5543,-69.6178
Eastern Maine Community College,04401,04401,44.8242,-68.7918
Husson University,04401-2999,04401,44.8242,-68.7918
Kennebec Valley Community College,04937-1367,04937,44.6463,-69.6802
The Landing School,04046,04046,43.3923,-70.4729
University of Maine at Augusta,04330-9410,04330,44.3232,-69.7665
University of Maine at Farmington,04938-9978,04938,44.6653,-70.1329
University of Maine at Fort Kent,04743-1292,04743,47.2587,-68.5895
University of Maine at Machias,04654-1397,04654,44.7215,-67.482
University of Maine,04469,04469,45.0028,-68.6334
Maine Maritime Academy,04420-0001,04420,44.413,-68.798
University of Maine at Presque Isle,04769-2888,04769,46.6842,-68.0118
Mercy Hospital School of Radiologic Technology,04101,04101,43.6606,-70.2589
University of New England,04005-9599,04005,43.4935,-70.4883
Northern Maine Community College,04769-2016,04769,46.6842,-68.0118
Empire Beauty School-Maine,04101,04101,43.6606,-70.2589
Maine College of Art & Design,04101-3494,04101,43.6606,-70.2589
Saint Joseph's College of Maine,04084-5263,04084,43.8142,-70.4807
Spa Tech Institute-Westbrook,04092,04092,43.6843,-70.358
Southern Maine Community College,04106-1698,04106,43.6318,-70.2709
University of Southern Maine,04103,04103,43.6876,-70.2876
Thomas College,04901-5097,04901,44.5543,-69.6178
Unity Environmental University,04260,04260,43.9608,-70.2974
Washington County Community College,04619,04619,45.1715,-67.2641
Aaron's Academy of Beauty,20602,20602,38.584,-76.8942
Aesthetics Institute of Cosmetology,20877,20877,39.1419,-77.189
Allegany College of Maryland,21502-2596,21502,39.5992,-78.8444
Anne Arundel Community College,21012-1895,21012,39.0476,-76.4941
Brightwood College-Towson,21286-2201,21286,39.4143,-76.5761
Award Beauty School,21740-5610,21740,39.632,-77.7372
Baltimore Hebrew University Inc,21215-3932,21215,39.3446,-76.6794
Baltimore Studio of Hair Design,21201-3444,21201,39.2946,-76.6252
Baltimore City Community College,21215-7893,21215,39.3446,-76.6794
University of Baltimore,21201-5720,21201,39.2946,-76.6252
Baltimore International College,21202-3230,21202,39.2998,-76.6075
Bowie State University,20715-9465,20715,38.9797,-76.7435
Capitol Technology University,20708,20708,39.0499,-76.8345
Cecil College,21901-1900,21901,39.6045,-75.9538
College of Southern Maryland,20646-0910,20646,38.5257,-76.9865
Chesapeake College,21679-0008,21679,38.9281,-76.0814
Washington Adventist University,20912,20912,38.9832,-77.0007
Coppin State University,21216-3698,21216,39.3093,-76.6699
Del-Mar-Va Beauty Academy,21804-6952,21804,38.3508,-75.5338
North American Trade Schools,21244,21244,39.3331,-76.7849
Frederick Community College,21702-2964,21702,39.4926,-77.4612
Frostburg State University,21532-1099,21532,39.6494,-78.9306
Garrett College,21541,21541,39.5656,-79.3823
Goucher College,21204-2794,21204,39.4072,-76.6038
Purdue University Global-Hagerstown,21742,21742,39.6573,-77.6921
Hagerstown Community College,21742-6514,21742,39.6573,-77.6921
Harford Community College,21015-1698,21015,39.5303,-76.3153
Hood College,21701,21701,39.4461,-77.335
Howard Community College,21044-3197,21044,39.2141,-76.8788
Aveda Institute-Maryland,21014-3639,21014,39.5394,-76.3564
Johns Hopkins University,21218-2688,21218,39.3265,-76.6048
L'Academie de Cuisine,20877-1414,20877,39.1419,-77.189
Lincoln College of Technology-Columbia,21046,21046,39.1702,-76.8538
Loyola University Maryland,21210-2699,21210,39.3507,-76.6321
Maryland Beauty Academy,21224,21224,39.2876,-76.5568
University of Maryland Global Campus,20783-8010,20783,39.0005,-76.9723
University of Maryland Baltimore,21201-1627,21201,39.2946,-76.6252
University of Maryland-Baltimore County,21250,21250,39.2582,-76.7131
University of Maryland-College Park,20742,20742,38.9896,-76.9457
Maryland Institute College of Art,21217-4134,21217,39.3064,-76.6393
University of Maryland Eastern Shore,21853-1299,21853,38.1919,-75.7072
Fortis Institute-Towson,21204-9840,21204,39.4072,-76.6038
Montgomery Beauty School,20901,20901,39.0191,-77.0076
Montgomery College,20850,20850,39.087,-77.168
Morgan State University,21251-0001,21251,39.439,-76.5921
Mount St. Mary's University,21727-7799,21727,39.694,-77.3357
Ner Israel Rabbinical College,21208,21208,39.3764,-76.729
Hair Academy,20784,20784,38.9513,-76.8958
Notre Dame of Maryland University,21210-2476,21210,39.3507,-76.6321
Prince George's Community College,20774-2199,20774,38.8682,-76.8156
Brightwood College-Baltimore,21227-1063,21227,39.2309,-76.6969
Robert Paul Academy of Cosmetology Arts & Sciences,21093,21093,39.4332,-76.6546
Maryland Beauty Academy of Essex,21224,21224,39.2876,-76.5568
St Mary's Seminary & University,21210-1994,21210,39.3507,-76.6321
Salisbury University,21801-6862,21801,38.3824,-75.6336
St. Mary's College of Maryland,20686,20686,38.1871,-76.4344
Sojourner-Douglass College,21205-1898,21205,39.3009,-76.5799
St. John's College,21401,21401,38.9898,-76.5501
Brightwood College-Beltsville,20705,20705,39.0455,-76.9242
Towson University,21252-0001,21252,39.4015,-76.6019
Maryland University of Integrative Health,20723,20723,39.1208,-76.8435
International Beauty School,21502,21502,39.5992,-78.8444
Uniformed Services University of the Health Sciences,20814-4799,20814,39.0003,-77.1022
United States Naval Academy,21402-1300,21402,38.9871,-76.4715
Stevenson University,21117,21117,39.4269,-76.7769
Washington Bible College-Capital Bible Seminary,207063599,20706,38.9675,-76.8551
Washington College,21620-1438,21620,39.2125,-76.0802
Washington Theological Union,20017,20017,38.9367,-76.994
McDaniel College,21157,21157,39.5642,-76.9807
Wor-Wic Community College,21804-7131,21804,38.3508,-75.5338
American International College,01109,01109,42.1145,-72.5543
Amherst College,01002-5000,01002,42.3671,-72.4646
Andover Newton Theological School,02421,02421,42.4426,-71.2265
Anna Maria College,01612-1198,01612,42.3066,-71.9202
Assabet Valley Regional Technical School,01752,01752,42.3509,-71.5434
Assumption University,01609-1296,01609,42.2826,-71.8277
Atlantic Union College,01561-1000,01561,42.4435,-71.6861
Babson College,02457-0310,02457,42.2987,-71.2595
Bancroft School of Massage Therapy,01604,01604,42.2541,-71.7746
Boston Baptist College,02136-4030,02136,42.254,-71.1261
Bay Path University,01106,01106,42.0507,-72.5676
Bay State College,02116,02116,42.3492,-71.0768
Bay State School of Technology,02021-2358,02021,42.1645,-71.1355
Becker College,01609-2165,01609,42.2826,-71.8277
Bentley University,02452-4705,02452,42.3943,-71.218
Berklee College of Music,02215,02215,42.3471,-71.1027
Berkshire Community College,01201-5786,01201,42.4531,-73.2471
Empire Beauty School-Boston,02111,02111,42.3503,-71.0629
Boston Architectural College,02115-2703,02115,42.3427,-71.0922
Boston Graduate School of Psychoanalysis Inc,02446,02446,42.3431,-71.123
Boston College,02467,02467,42.3164,-71.1612
The Boston Conservatory,02215,02215,42.3471,-71.1027
Boston University,02215,02215,42.3471,-71.1027
Brandeis University,02454-9110,02454,42.3567,-71.2505
Bridgewater State University,02325,02325,41.9873,-70.9728
Bristol Community College,02720-7395,02720,41.7182,-71.14
Signature Healthcare Brockton Hospital School of Nursing,02302-1905,02302,42.0847,-71.0002
Bunker Hill Community College,02129-2925,02129,42.3778,-71.0627
Butera School of Art at Fisher College,02116,02116,42.3492,-71.0768
Cambridge College,02129,02129,42.3778,-71.0627
Cape Cod Community College,02668-1599,02668,41.7002,-70.372
Catherine Hinds Institute of Esthetics,01801-6819,01801,42.4829,-71.1574
Laboure College of Healthcare,02186,02186,42.2537,-71.0771
Clark University,01610-1477,01610,42.2492,-71.8108
Conway School of Landscape Design,01060,01060,42.3223,-72.6313
Curry College,02186-2395,02186,42.2537,-71.0771
Lincoln Technical Institute-Somerville,02145,02145,42.3907,-71.0929
Dean College,02038-1941,02038,42.0935,-71.4058
Diman Regional Technical Institute,02720,02720,41.7182,-71.14
National Aviation Academy of New England,01742,01742,42.4567,-71.3747
Eastern Nazarene College,02170-2999,02170,42.2671,-71.0186
Emerson College,02116-4624,02116,42.3492,-71.0768
Emmanuel College,02115,02115,42.3427,-71.0922
Empire Beauty School-Waltham,02453,02453,42.3654,-71.2317
Endicott College,01915,01915,42.5608,-70.8759
Episcopal Divinity School,02138-3494,02138,42.377,-71.1256
Rob Roy Academy-Fall River,02721-5330,02721,41.6883,-71.1574
Fisher College,02116,02116,42.3492,-71.0768
Fitchburg State University,01420-2697,01420,42.5796,-71.8031
Framingham State University,01701-9101,01701,42.3007,-71.4255
Benjamin Franklin Cummings Institute of Technology,02116,02116,42.3492,-71.0768
Gordon College,01984,01984,42.6017,-70.8786
Gordon-Conwell Theological Seminary,01982,01982,42.6185,-70.8561
Greenfield Community College,01301-9739,01301,42.6013,-72.6236
Hallmark Institute of Photography,01376-0308,01376,42.5954,-72.5557
Hampshire College,01002-5001,01002,42.3671,-72.4646
Harvard University,02138,02138,42.377,-71.1256
Hebrew College,02466-3008,02466,42.3441,-71.248
Hellenic College-Holy Cross Greek Orthodox School of Theology,02445-7415,02445,42.3259,-71.1341
Henris School of Hair Design,01420-5675,01420,42.5796,-71.8031
College of the Holy Cross,01610-2395,01610,42.2492,-71.8108
Holyoke Community College,01040,01040,42.202,-72.6262
Sanford-Brown College-Boston,02116,02116,42.3492,-71.0768
Kay Harvey Academy of Hair Design,01089,01089,42.1151,-72.6411
La Baron Hairdressing Academy-Brockton,02301,02301,42.0794,-71.04
La Baron Hairdressing Academy-New Bedford,02740,02740,41.6347,-70.9372
Lasell University,02466,02466,42.3441,-71.248
Lawrence Memorial Hospital School of Nursing,02155,02155,42.4173,-71.1087
Lesley University,02138-2790,02138,42.377,-71.1256
Longy School of Music of Bard College,02138,02138,42.377,-71.1256
Lowell Academy Hairstyling Institute,01852-1909,01852,42.6344,-71.2983
University of Massachusetts-Lowell,01854,01854,42.6493,-71.3355
Mansfield Beauty Schools-Springfield,01103,01103,42.1029,-72.5887
Mansfield Beauty Schools-Quincy,02169,02169,42.2491,-70.9978
Marian Court College,01907,01907,42.4746,-70.9098
University of Massachusetts-Amherst,01003,01003,42.3919,-72.5248
University of Massachusetts-Boston,02125-3393,02125,42.2973,-71.0745
Massachusetts Bay Community College,02481-5399,02481,42.3106,-71.2747
MCPHS University,02115-5896,02115,42.3427,-71.0922
Massachusetts College of Art and Design,02115-5882,02115,42.3427,-71.0922
Massachusetts Institute of Technology,02139-4307,02139,42.3647,-71.1042
Massachusetts Maritime Academy,02532-1803,02532,41.7455,-70.5905
University of Massachusetts Chan Medical School,01655,01655,42.3648,-71.8969
William James College,02459,02459,42.3341,-71.1833
Massachusetts School of Barbering,02169,02169,42.2491,-70.9978
Massasoit Community College,02302-3996,02302,42.0847,-71.0002
Merrimack College,01845,01845,42.6826,-71.109
MGH Institute of Health Professions,02129-4557,02129,42.3778,-71.0627
Middlesex Community College,01730-9124,01730,42.4843,-71.2768
Montserrat College of Art,01915-4508,01915,42.5608,-70.8759
Mount Holyoke College,01075-1489,01075,42.2375,-72.5811
Mount Ida College,02459,02459,42.3341,-71.1833
Mount Wachusett Community College,01440-1000,01440,42.574,-71.9898
Cortiva Institute-Boston,02472,02472,42.37,-71.1773
School of the Museum of Fine Arts at Tufts University,02115-5596,02115,42.3427,-71.0922
Everest Institute-Brighton,02135-3605,02135,42.3478,-71.1566
Rob Roy Academy-New Bedford,02746-2114,02746,41.66,-70.9324
The New England Conservatory of Music,02115-5018,02115,42.3427,-71.0922
New England College of Optometry,02115,02115,42.3427,-71.0922
New England School of Acupuncture,02458,02458,42.3528,-71.1875
New England Law-Boston,02116,02116,42.3492,-71.0768
New England School of Photography,02453,02453,42.3654,-71.2317
Newbury College,02445,02445,42.3259,-71.1341
Nichols College,01571-5000,01571,42.0489,-71.8932
Massachusetts College of Liberal Arts,01247-4100,01247,42.6955,-73.08
North Bennet Street School,02109,02109,42.36,-71.0545
North Shore Community College,01923-0840,01923,42.5694,-70.9425
The New England Institute of Art,02445-7295,02445,42.3259,-71.1341
Northeastern University,02115-5005,02115,42.3427,-71.0922
Northern Essex Community College,01830-2399,01830,42.7856,-71.0721
College of Our Lady of the Elms,01013,01013,42.1487,-72.6079
Pine Manor College,02467,02467,42.3164,-71.1612
Pope St John XXIII National Seminary,02493-2699,02493,42.3589,-71.3001
Quincy College,02169,02169,42.2491,-70.9978
